Category	Term	GENE FUNCTION	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0070301	cellular response to hydrogen peroxide	4	1.379310345	0.058838131	"IL6, IL18RAP, TRPC6, KLF4"	262	57	16792	4.497656355	1	0.698806062	64.24489667
GOTERM_BP_DIRECT	GO:0032269	negative regulation of cellular protein metabolic process	2	0.689655172	0.060743194	"EDNRB, EDN1"	262	4	16792	32.04580153	1	0.706673793	65.45275647
GOTERM_BP_DIRECT	GO:0014826	vein smooth muscle contraction	2	0.689655172	0.060743194	"EDNRB, EDN1"	262	4	16792	32.04580153	1	0.706673793	65.45275647
GOTERM_BP_DIRECT	GO:0060841	venous blood vessel development	2	0.689655172	0.060743194	"ACVRL1, FOXF1"	262	4	16792	32.04580153	1	0.706673793	65.45275647
GOTERM_BP_DIRECT	GO:0072012	glomerulus vasculature development	2	0.689655172	0.060743194	"TEK, ANGPT1"	262	4	16792	32.04580153	1	0.706673793	65.45275647
GOTERM_BP_DIRECT	GO:0070574	cadmium ion transmembrane transport	2	0.689655172	0.060743194	"SLC11A1, SLC39A8"	262	4	16792	32.04580153	1	0.706673793	65.45275647
GOTERM_BP_DIRECT	GO:0010193	response to ozone	2	0.689655172	0.060743194	"EDN1, SCGB1A1"	262	4	16792	32.04580153	1	0.706673793	65.45275647
GOTERM_BP_DIRECT	GO:0042482	positive regulation of odontogenesis	2	0.689655172	0.060743194	"CD34, EDN1"	262	4	16792	32.04580153	1	0.706673793	65.45275647
GOTERM_BP_DIRECT	GO:0051414	response to cortisol	2	0.689655172	0.060743194	"SLIT2, SLIT3"	262	4	16792	32.04580153	1	0.706673793	65.45275647
GOTERM_BP_DIRECT	GO:0060244	negative regulation of cell proliferation involved in contact inhibition	2	0.689655172	0.060743194	"SRPX, DACH1"	262	4	16792	32.04580153	1	0.706673793	65.45275647
GOTERM_BP_DIRECT	GO:0051930	regulation of sensory perception of pain	3	1.034482759	0.061257885	"EDNRB, EDN1, TMEM100"	262	26	16792	7.395184968	1	0.70587481	65.77243397
GOTERM_BP_DIRECT	GO:0051928	positive regulation of calcium ion transport	3	1.034482759	0.061257885	"TRPC6, WFS1, MYLK"	262	26	16792	7.395184968	1	0.70587481	65.77243397
GOTERM_BP_DIRECT	GO:0071456	cellular response to hypoxia	5	1.724137931	0.062647462	"TRPC6, EDN1, ANKRD1, PPARGC1A, KCNK3"	262	96	16792	3.338104326	1	0.710314627	66.62166219
GOTERM_BP_DIRECT	GO:0010629	negative regulation of gene expression	6	2.068965517	0.062810863	"ACVRL1, CD34, ENG, MYADM, KLF4, SLIT3"	262	137	16792	2.806931521	1	0.707439142	66.72021002
GOTERM_BP_DIRECT	GO:0030097	hemopoiesis	4	1.379310345	0.063937296	"TAL1, CD34, ANGPT1, ZBTB16"	262	59	16792	4.345193427	1	0.710236836	67.39215275
GOTERM_BP_DIRECT	GO:0031032	actomyosin structure organization	3	1.034482759	0.065499168	"EPB41L2, LIMCH1, MYH10"	262	27	16792	7.121289228	1	0.715428107	68.30274525
GOTERM_BP_DIRECT	GO:0048661	positive regulation of smooth muscle cell proliferation	4	1.379310345	0.066561049	"IL6, EDN1, CALCRL, PPARGC1A"	262	60	16792	4.272773537	1	0.717672744	68.90811227
GOTERM_BP_DIRECT	GO:0006469	negative regulation of protein kinase activity	5	1.724137931	0.068542071	"IL6, SOCS2, GMFG, RGN, FABP4"	262	99	16792	3.236949649	1	0.724837557	70.00849881
GOTERM_BP_DIRECT	GO:0009967	positive regulation of signal transduction	4	1.379310345	0.069233425	"SH2D3C, ARHGAP6, SOCS2, SORBS1"	262	61	16792	4.202728069	1	0.724926497	70.38381676
GOTERM_BP_DIRECT	GO:2000352	negative regulation of endothelial cell apoptotic process	3	1.034482759	0.069835534	"RAMP2, TEK, ANGPT1"	262	28	16792	6.86695747	1	0.724546021	70.70708089
GOTERM_BP_DIRECT	GO:0006954	inflammatory response	11	3.793103448	0.071632294	"SLC11A1, SELP, FOS, IL6, NLRC4, IL18RAP, PPBP, OLR1, AOX1, CDO1, AOC3"	262	379	16792	1.860178453	1	0.730359092	71.65211128
GOTERM_BP_DIRECT	GO:0045214	sarcomere organization	3	1.034482759	0.074263029	"ANKRD1, TTN, CASQ2"	262	29	16792	6.630165833	1	0.740075417	72.98415722
GOTERM_BP_DIRECT	GO:0070100	negative regulation of chemokine-mediated signaling pathway	2	0.689655172	0.075345649	"SLIT2, SLIT3"	262	5	16792	25.63664122	1	0.741927821	73.51503322
GOTERM_BP_DIRECT	GO:0090131	mesenchyme migration	2	0.689655172	0.075345649	"ACTG2, FOXF1"	262	5	16792	25.63664122	1	0.741927821	73.51503322
GOTERM_BP_DIRECT	GO:0097070	ductus arteriosus closure	2	0.689655172	0.075345649	"FOXF1, HPGD"	262	5	16792	25.63664122	1	0.741927821	73.51503322
GOTERM_BP_DIRECT	GO:0070836	caveola assembly	2	0.689655172	0.075345649	"CAV1, EMP2"	262	5	16792	25.63664122	1	0.741927821	73.51503322
GOTERM_BP_DIRECT	GO:0042742	defense response to bacterium	6	2.068965517	0.076034087	"SLC11A1, NLRC4, PPBP, SFTPD, ANXA3, PLAC8"	262	145	16792	2.652066333	1	0.741858316	73.84749393
GOTERM_BP_DIRECT	GO:0031398	positive regulation of protein ubiquitination	4	1.379310345	0.077535818	"CAV1, WFS1, ANGPT1, LRRK2"	262	64	16792	4.005725191	1	0.745623514	74.5591339
GOTERM_BP_DIRECT	GO:0030449	regulation of complement activation	3	1.034482759	0.078777799	"C8B, C7, PROS1"	262	30	16792	6.409160305	1	0.74808466	75.13387439
GOTERM_BP_DIRECT	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	4	1.379310345	0.080396144	"SELP, FGR, TEK, ANGPT1"	262	65	16792	3.944098649	1	0.752177835	75.86446103
GOTERM_BP_DIRECT	GO:0043627	response to estrogen	4	1.379310345	0.080396144	"CAV1, SMAD6, TEK, PPARG"	262	65	16792	3.944098649	1	0.752177835	75.86446103
GOTERM_BP_DIRECT	GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	4	1.379310345	0.083301755	"EDNRB, AGTR1, PLCE1, ADRA1A"	262	66	16792	3.884339579	1	0.761721229	77.12574353
GOTERM_BP_DIRECT	GO:0043507	positive regulation of JUN kinase activity	3	1.034482759	0.083376083	"SASH1, EDN1, FZD4"	262	31	16792	6.202413199	1	0.758884699	77.15717947
GOTERM_BP_DIRECT	GO:0030032	lamellipodium assembly	3	1.034482759	0.083376083	"WASF3, ARHGEF6, ABLIM3"	262	31	16792	6.202413199	1	0.758884699	77.15717947
GOTERM_BP_DIRECT	GO:0071392	cellular response to estradiol stimulus	3	1.034482759	0.083376083	"RAMP3, IL6, PPARGC1A"	262	31	16792	6.202413199	1	0.758884699	77.15717947
GOTERM_BP_DIRECT	GO:0030513	positive regulation of BMP signaling pathway	3	1.034482759	0.083376083	"ACVRL1, ENG, CYR61"	262	31	16792	6.202413199	1	0.758884699	77.15717947
GOTERM_BP_DIRECT	GO:0043200	response to amino acid	3	1.034482759	0.083376083	"IL6, EDN1, CDO1"	262	31	16792	6.202413199	1	0.758884699	77.15717947
GOTERM_BP_DIRECT	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	22	7.586206897	0.085484548	"IL6, ACVRL1, ABLIM3, TBX5, PPARG, EDN1, FHL5, ANKRD1, FOSB, IL33, ZEB1, PPARGC1A, PLAC8, TAL1, SLC11A1, FOS, FOXF1, HIF3A, PLA2G1B, ENG, KLF4, CYR61"	262	981	16792	1.437324431	1	0.76468599	78.03217458
GOTERM_BP_DIRECT	GO:0009953	dorsal/ventral pattern formation	3	1.034482759	0.088054221	"DISP1, EDN1, HHIP"	262	32	16792	6.008587786	1	0.772122689	79.05593268
GOTERM_BP_DIRECT	GO:0050873	brown fat cell differentiation	3	1.034482759	0.088054221	"FABP4, PPARGC1A, PLAC8"	262	32	16792	6.008587786	1	0.772122689	79.05593268
GOTERM_BP_DIRECT	GO:0003091	renal water homeostasis	3	1.034482759	0.088054221	"ADCY4, WFS1, AQP4"	262	32	16792	6.008587786	1	0.772122689	79.05593268
GOTERM_BP_DIRECT	GO:0046321	positive regulation of fatty acid oxidation	2	0.689655172	0.08972194	"PPARG, PPARGC1A"	262	6	16792	21.36386768	1	0.775717755	79.69614354
GOTERM_BP_DIRECT	GO:0001936	regulation of endothelial cell proliferation	2	0.689655172	0.08972194	"ACVRL1, ANGPT1"	262	6	16792	21.36386768	1	0.775717755	79.69614354
GOTERM_BP_DIRECT	GO:0097084	vascular smooth muscle cell development	2	0.689655172	0.08972194	"RAMP2, ENG"	262	6	16792	21.36386768	1	0.775717755	79.69614354
GOTERM_BP_DIRECT	GO:0051150	regulation of smooth muscle cell differentiation	2	0.689655172	0.08972194	"FOXF1, ZEB1"	262	6	16792	21.36386768	1	0.775717755	79.69614354
GOTERM_BP_DIRECT	GO:0061299	retina vasculature morphogenesis in camera-type eye	2	0.689655172	0.08972194	"RHOJ, FZD4"	262	6	16792	21.36386768	1	0.775717755	79.69614354
GOTERM_BP_DIRECT	GO:0042045	epithelial fluid transport	2	0.689655172	0.08972194	"EDNRB, EDN1"	262	6	16792	21.36386768	1	0.775717755	79.69614354
GOTERM_BP_DIRECT	GO:0048845	venous blood vessel morphogenesis	2	0.689655172	0.08972194	"HEG1, ENG"	262	6	16792	21.36386768	1	0.775717755	79.69614354
GOTERM_BP_DIRECT	GO:0071300	cellular response to retinoic acid	4	1.379310345	0.095362805	"SLC6A4, PPARG, FZD4, KLF4"	262	70	16792	3.662377317	1	0.793941299	81.72775915
GOTERM_BP_DIRECT	GO:0045859	regulation of protein kinase activity	3	1.034482759	0.097635862	"PLCE1, FGR, TTN"	262	34	16792	5.655141446	1	0.799118985	82.49102504
GOTERM_BP_DIRECT	GO:0050919	negative chemotaxis	3	1.034482759	0.097635862	"SEMA6D, SLIT2, SLIT3"	262	34	16792	5.655141446	1	0.799118985	82.49102504
